"point","species","dead","ba","n.serrata","n.cryptomeria","n.fagus","n.crispula","n.broad","n.conifer","ba.serrata","ba.cryptomeria","ba.fagus","ba.crispula","ba.broad","ba.conifer","fagus.100","broad.100","conifer.100","grass.100","shannon.100","fagus.1000","broad.1000","conifer.1000","grass.1000","shannon.1000","altitude","distance"
"34","crispula",TRUE,78.5398163397448,0,0,4,6,0,0,0,0,5340.70751110265,3612.83155162826,0,0,0,0.673552198695736,0.326447801304264,0,0.631634434439692,0.022712296642206,0.525301339893843,0.385385107275763,0,1.02594403051214,438.600006103516,3.94045641832314
"35","crispula",FALSE,706.858347057703,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",TRUE,706.858347057703,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",TRUE,706.858347057703,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",TRUE,706.858347057703,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",FALSE,78.5398163397448,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",TRUE,706.858347057703,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",TRUE,706.858347057703,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",FALSE,78.5398163397448,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"35","crispula",TRUE,706.858347057703,0,0,0,9,3,0,0,0,0,5105.08806208341,235.619449019234,0,0,0.93162376933187,0.0683762306681301,0,0.249418362993357,0.0213085323090022,0.498175251141141,0.410181426294076,0,1.03366163850344,452,0
"36","crispula",TRUE,1963.49540849362,0,0,0,1,3,0,0,0,0,1963.49540849362,3377.21210260903,0,0,0.604565237502382,0.395434762497618,0,0.944144085842616,0.0226659294213703,0.492131515447409,0.403809513043877,0,1.06381558805211,461.700012207031,9.8720585243486
"39","crispula",FALSE,706.858347057703,0,0,0,6,1,0,0,0,0,4241.15008234622,78.5398163397448,0,0.00672308937940888,0.356417508277061,0.623164978170938,0,1.00015048914915,0.0309857545159472,0.556556508379914,0.320313905388759,0,1.08367363811941,509.100006103516,6.49219004635604
"39","crispula",FALSE,706.858347057703,0,0,0,6,1,0,0,0,0,4241.15008234622,78.5398163397448,0,0.00672308937940888,0.356417508277061,0.623164978170938,0,1.00015048914915,0.0309857545159472,0.556556508379914,0.320313905388759,0,1.08367363811941,509.100006103516,6.49219004635604
"39","crispula",FALSE,706.858347057703,0,0,0,6,1,0,0,0,0,4241.15008234622,78.5398163397448,0,0.00672308937940888,0.356417508277061,0.623164978170938,0,1.00015048914915,0.0309857545159472,0.556556508379914,0.320313905388759,0,1.08367363811941,509.100006103516,6.49219004635604
"39","crispula",FALSE,706.858347057703,0,0,0,6,1,0,0,0,0,4241.15008234622,78.5398163397448,0,0.00672308937940888,0.356417508277061,0.623164978170938,0,1.00015048914915,0.0309857545159472,0.556556508379914,0.320313905388759,0,1.08367363811941,509.100006103516,6.49219004635604
"39","crispula",FALSE,706.858347057703,0,0,0,6,1,0,0,0,0,4241.15008234622,78.5398163397448,0,0.00672308937940888,0.356417508277061,0.623164978170938,0,1.00015048914915,0.0309857545159472,0.556556508379914,0.320313905388759,0,1.08367363811941,509.100006103516,6.49219004635604
"39","crispula",FALSE,706.858347057703,0,0,0,6,1,0,0,0,0,4241.15008234622,78.5398163397448,0,0.00672308937940888,0.356417508277061,0.623164978170938,0,1.00015048914915,0.0309857545159472,0.556556508379914,0.320313905388759,0,1.08367363811941,509.100006103516,6.49219004635604
"40","crispula",TRUE,1963.49540849362,0,6,0,5,1,0,0,4241.15008234622,0,7304.20291959627,78.5398163397448,0,0.0219864024806638,0.377888484017001,0.578906849985923,0,1.16150966059266,0.0321160943124521,0.564192976568377,0.312597446912924,0,1.08718422132477,511,0
"40","crispula",TRUE,1963.49540849362,0,6,0,5,1,0,0,4241.15008234622,0,7304.20291959627,78.5398163397448,0,0.0219864024806638,0.377888484017001,0.578906849985923,0,1.16150966059266,0.0321160943124521,0.564192976568377,0.312597446912924,0,1.08718422132477,511,0
"40","crispula",FALSE,706.858347057703,0,6,0,5,1,0,0,4241.15008234622,0,7304.20291959627,78.5398163397448,0,0.0219864024806638,0.377888484017001,0.578906849985923,0,1.16150966059266,0.0321160943124521,0.564192976568377,0.312597446912924,0,1.08718422132477,511,0
"40","crispula",TRUE,1963.49540849362,0,6,0,5,1,0,0,4241.15008234622,0,7304.20291959627,78.5398163397448,0,0.0219864024806638,0.377888484017001,0.578906849985923,0,1.16150966059266,0.0321160943124521,0.564192976568377,0.312597446912924,0,1.08718422132477,511,0
"40","crispula",TRUE,706.858347057703,0,6,0,5,1,0,0,4241.15008234622,0,7304.20291959627,78.5398163397448,0,0.0219864024806638,0.377888484017001,0.578906849985923,0,1.16150966059266,0.0321160943124521,0.564192976568377,0.312597446912924,0,1.08718422132477,511,0
"42","crispula",FALSE,78.5398163397448,0,0,4,2,0,0,0,0,942.477796076938,157.07963267949,0,0,0.10165151565299,0.630317819731359,0.2458566007744,0,0.9587167082566,0.0493482081095211,0.574508937113882,0.301862515433554,0,1.10816732307173,520.700012207031,157.211538561712
"42","crispula",FALSE,78.5398163397448,0,0,4,2,0,0,0,0,942.477796076938,157.07963267949,0,0,0.10165151565299,0.630317819731359,0.2458566007744,0,0.9587167082566,0.0493482081095211,0.574508937113882,0.301862515433554,0,1.10816732307173,520.700012207031,157.211538561712
"43","crispula",FALSE,78.5398163397448,0,3,0,1,1,0,0,863.937979737193,0,78.5398163397448,706.858347057703,0,0.0155303339678542,0.142049454165348,0.769032868315415,0,0.735556735290989,0.0601657349425838,0.59140144839519,0.304572666446204,0,1.07941245075655,543.099975585938,272.641323507711
"45","crispula",FALSE,78.5398163397448,0,6,0,4,0,0,0,2356.19449019234,0,1570.7963267949,0,0,0,0.315803843754878,0.684196156245121,0,0.789715875999742,0.0779408159369527,0.604215343434939,0.30091293989033,0,0.972010843570413,517.299987792969,471.716299944927
"45","crispula",TRUE,706.858347057703,0,6,0,4,0,0,0,2356.19449019234,0,1570.7963267949,0,0,0,0.315803843754878,0.684196156245121,0,0.789715875999742,0.0779408159369527,0.604215343434939,0.30091293989033,0,0.972010843570413,517.299987792969,471.716299944927
"45","crispula",TRUE,706.858347057703,0,6,0,4,0,0,0,2356.19449019234,0,1570.7963267949,0,0,0,0.315803843754878,0.684196156245121,0,0.789715875999742,0.0779408159369527,0.604215343434939,0.30091293989033,0,0.972010843570413,517.299987792969,471.716299944927
"45","crispula",TRUE,78.5398163397448,0,6,0,4,0,0,0,2356.19449019234,0,1570.7963267949,0,0,0,0.315803843754878,0.684196156245121,0,0.789715875999742,0.0779408159369527,0.604215343434939,0.30091293989033,0,0.972010843570413,517.299987792969,471.716299944927
"46","crispula",FALSE,706.858347057703,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"46","crispula",TRUE,706.858347057703,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"46","crispula",TRUE,706.858347057703,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"46","crispula",TRUE,1963.49540849362,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"46","crispula",FALSE,1963.49540849362,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"46","crispula",TRUE,706.858347057703,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"46","crispula",TRUE,706.858347057703,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"46","crispula",TRUE,706.858347057703,0,4,0,8,0,0,0,2827.43338823081,0,8168.14089933346,0,0,0,0.25585282615159,0.74414717384841,0,0.568674251990567,0.0975115837942823,0.577053885349723,0.312617754115394,0,0.994886792063129,490.600006103516,781.569339433926
"47","crispula",TRUE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",FALSE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",TRUE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",FALSE,78.5398163397448,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",TRUE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",TRUE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",FALSE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",FALSE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",FALSE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"47","crispula",FALSE,706.858347057703,0,1,0,10,0,1,0,706.858347057703,0,6440.26493985908,0,706.858347057703,0,0.484859795045139,0.515140204954861,0,0.692688658862794,0.103495308206902,0.541763391372707,0.342180705546543,0,1.00416207517273,477.899993896484,874.707730144765
"48","crispula",FALSE,706.858347057703,0,3,0,6,0,0,0,2120.57504117311,0,3612.83155162826,0,0,0.0294423497178163,0.665979015123126,0.275848993020741,0,0.831763899918692,0.105761296575121,0.527365009852706,0.354680616952224,0,1.00987982131885,469.5,884.823024748891
"48","crispula",FALSE,706.858347057703,0,3,0,6,0,0,0,2120.57504117311,0,3612.83155162826,0,0,0.0294423497178163,0.665979015123126,0.275848993020741,0,0.831763899918692,0.105761296575121,0.527365009852706,0.354680616952224,0,1.00987982131885,469.5,884.823024748891
"48","crispula",FALSE,78.5398163397448,0,3,0,6,0,0,0,2120.57504117311,0,3612.83155162826,0,0,0.0294423497178163,0.665979015123126,0.275848993020741,0,0.831763899918692,0.105761296575121,0.527365009852706,0.354680616952224,0,1.00987982131885,469.5,884.823024748891
"48","crispula",TRUE,706.858347057703,0,3,0,6,0,0,0,2120.57504117311,0,3612.83155162826,0,0,0.0294423497178163,0.665979015123126,0.275848993020741,0,0.831763899918692,0.105761296575121,0.527365009852706,0.354680616952224,0,1.00987982131885,469.5,884.823024748891
"48","crispula",FALSE,706.858347057703,0,3,0,6,0,0,0,2120.57504117311,0,3612.83155162826,0,0,0.0294423497178163,0.665979015123126,0.275848993020741,0,0.831763899918692,0.105761296575121,0.527365009852706,0.354680616952224,0,1.00987982131885,469.5,884.823024748891
"48","crispula",TRUE,706.858347057703,0,3,0,6,0,0,0,2120.57504117311,0,3612.83155162826,0,0,0.0294423497178163,0.665979015123126,0.275848993020741,0,0.831763899918692,0.105761296575121,0.527365009852706,0.354680616952224,0,1.00987982131885,469.5,884.823024748891
"49","crispula",TRUE,706.858347057703,0,0,0,4,4,0,0,0,0,6597.34457253857,4084.07044966673,0,0.125631105466641,0.54821505227416,0.276032546770684,0,1.09548284306753,0.102194489310082,0.507447029824291,0.377015878155492,0,1.02340516949382,452.799987792969,821.290120103802
"49","crispula",TRUE,1963.49540849362,0,0,0,4,4,0,0,0,0,6597.34457253857,4084.07044966673,0,0.125631105466641,0.54821505227416,0.276032546770684,0,1.09548284306753,0.102194489310082,0.507447029824291,0.377015878155492,0,1.02340516949382,452.799987792969,821.290120103802
"49","crispula",TRUE,1963.49540849362,0,0,0,4,4,0,0,0,0,6597.34457253857,4084.07044966673,0,0.125631105466641,0.54821505227416,0.276032546770684,0,1.09548284306753,0.102194489310082,0.507447029824291,0.377015878155492,0,1.02340516949382,452.799987792969,821.290120103802
"49","crispula",TRUE,1963.49540849362,0,0,0,4,4,0,0,0,0,6597.34457253857,4084.07044966673,0,0.125631105466641,0.54821505227416,0.276032546770684,0,1.09548284306753,0.102194489310082,0.507447029824291,0.377015878155492,0,1.02340516949382,452.799987792969,821.290120103802
"50","crispula",FALSE,706.858347057703,0,4,0,1,4,0,0,2199.11485751285,0,706.858347057703,942.477796076938,0,0.0661138410424017,0.838516827618975,0.00804607781601208,0,0.578979202071006,0.106186062269458,0.529336312939867,0.351587736080063,0,1.0115246954347,438.5,972.615185497155
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",FALSE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",FALSE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",FALSE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,78.5398163397448,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",TRUE,78.5398163397448,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"51","crispula",FALSE,706.858347057703,0,0,0,18,0,0,0,0,0,11466.8131856027,0,0,0.462350633825889,0.517896156845696,0,0,0.774957805297482,0.104651613525575,0.547922969709887,0.333704281692189,0,1.00298383336191,412.799987792969,1106.15759311658
"52","crispula",FALSE,706.858347057703,0,2,0,4,1,0,0,157.07963267949,0,2199.11485751285,706.858347057703,0,0.444956023663136,0.462621391455323,0.0292300440581877,0,0.994693787498184,0.10488488553988,0.542774635532365,0.337877548886023,0,1.00812886590085,411.600006103516,1095.70897300363
"52","crispula",FALSE,706.858347057703,0,2,0,4,1,0,0,157.07963267949,0,2199.11485751285,706.858347057703,0,0.444956023663136,0.462621391455323,0.0292300440581877,0,0.994693787498184,0.10488488553988,0.542774635532365,0.337877548886023,0,1.00812886590085,411.600006103516,1095.70897300363
"52","crispula",FALSE,78.5398163397448,0,2,0,4,1,0,0,157.07963267949,0,2199.11485751285,706.858347057703,0,0.444956023663136,0.462621391455323,0.0292300440581877,0,0.994693787498184,0.10488488553988,0.542774635532365,0.337877548886023,0,1.00812886590085,411.600006103516,1095.70897300363
"52","crispula",TRUE,706.858347057703,0,2,0,4,1,0,0,157.07963267949,0,2199.11485751285,706.858347057703,0,0.444956023663136,0.462621391455323,0.0292300440581877,0,0.994693787498184,0.10488488553988,0.542774635532365,0.337877548886023,0,1.00812886590085,411.600006103516,1095.70897300363
"53","crispula",TRUE,78.5398163397448,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",FALSE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,78.5398163397448,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",FALSE,78.5398163397448,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
"53","crispula",TRUE,706.858347057703,0,0,0,14,3,0,0,0,0,9267.69832808989,1492.25651045515,0,0.195054795615738,0.251497323105626,0.336205278358177,0,1.36410772504291,0.111133067680022,0.52599130283779,0.345948546682423,0,1.03046559166695,407.600006103516,1143.38843076545
